year,exra,nao,location,code,elevation,climate.region,N,E
2009,38.6,0.72,Payerne,PAY,490,Western plateau,46.81,6.94
2010,23.6,-5.96,Payerne,PAY,490,Western plateau,46.81,6.94
2011,32.3,2.95,Payerne,PAY,490,Western plateau,46.81,6.94
2012,33.1,-0.25,Payerne,PAY,490,Western plateau,46.81,6.94
2013,55,0.9,Payerne,PAY,490,Western plateau,46.81,6.94
2014,59.6,2.97,Payerne,PAY,490,Western plateau,46.81,6.94
2015,25.5,4.09,Payerne,PAY,490,Western plateau,46.81,6.94
1981,63.2,-0.55,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1982,72.2,2.63,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1983,50.4,0.38,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1984,56.5,2.17,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1985,57.7,-3.09,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1986,83.6,3.14,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1987,42.1,-3.01,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1988,54.5,-0.13,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1989,48.6,2.38,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1990,58.2,3.88,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1991,99.3,1.14,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1992,53.5,2.54,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1993,74.5,1.71,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1994,50,2.86,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1995,77.1,-1.11,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1996,125.4,-1.98,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1997,62.6,-0.93,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1998,53.5,1.03,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1999,72.2,2.25,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2000,74,1.18,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2001,74.3,-1.91,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2002,67.3,1,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2003,55.7,-0.09,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2004,199.6,0.7,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2005,189.4,-1.35,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2006,100.1,-0.2,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2007,109.9,1.35,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2008,59.4,1.72,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2009,53.9,0.72,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2010,52.9,-5.96,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2011,43.5,2.95,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2012,49.4,-0.25,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2013,52.2,0.9,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2014,44.1,2.97,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
2015,45.5,4.09,Pilatus,PIL,2106,Central Alpine north slope,46.98,8.25
1981,74,-0.55,Piotta,PIO,990,Alpine south side,46.51,8.69
1982,76.1,2.63,Piotta,PIO,990,Alpine south side,46.51,8.69
1983,78.7,0.38,Piotta,PIO,990,Alpine south side,46.51,8.69
1984,59.7,2.17,Piotta,PIO,990,Alpine south side,46.51,8.69
1985,76.3,-3.09,Piotta,PIO,990,Alpine south side,46.51,8.69
1986,52.7,3.14,Piotta,PIO,990,Alpine south side,46.51,8.69
1987,99.2,-3.01,Piotta,PIO,990,Alpine south side,46.51,8.69
1988,84.1,-0.13,Piotta,PIO,990,Alpine south side,46.51,8.69
1989,62.3,2.38,Piotta,PIO,990,Alpine south side,46.51,8.69
1990,53.3,3.88,Piotta,PIO,990,Alpine south side,46.51,8.69
1991,97.2,1.14,Piotta,PIO,990,Alpine south side,46.51,8.69
1992,76,2.54,Piotta,PIO,990,Alpine south side,46.51,8.69
1993,104.4,1.71,Piotta,PIO,990,Alpine south side,46.51,8.69
1994,64.8,2.86,Piotta,PIO,990,Alpine south side,46.51,8.69
1995,63.1,-1.11,Piotta,PIO,990,Alpine south side,46.51,8.69
1996,86.5,-1.98,Piotta,PIO,990,Alpine south side,46.51,8.69
1997,64.9,-0.93,Piotta,PIO,990,Alpine south side,46.51,8.69
1998,85.6,1.03,Piotta,PIO,990,Alpine south side,46.51,8.69
1999,69.1,2.25,Piotta,PIO,990,Alpine south side,46.51,8.69
2000,78.5,1.18,Piotta,PIO,990,Alpine south side,46.51,8.69
2001,87.2,-1.91,Piotta,PIO,990,Alpine south side,46.51,8.69
2002,110.6,1,Piotta,PIO,990,Alpine south side,46.51,8.69
2003,69.6,-0.09,Piotta,PIO,990,Alpine south side,46.51,8.69
2004,56.8,0.7,Piotta,PIO,990,Alpine south side,46.51,8.69
2005,41.9,-1.35,Piotta,PIO,990,Alpine south side,46.51,8.69
2006,70.5,-0.2,Piotta,PIO,990,Alpine south side,46.51,8.69
2007,80.8,1.35,Piotta,PIO,990,Alpine south side,46.51,8.69
2008,106.3,1.72,Piotta,PIO,990,Alpine south side,46.51,8.69
2009,76.1,0.72,Piotta,PIO,990,Alpine south side,46.51,8.69
2010,57.3,-5.96,Piotta,PIO,990,Alpine south side,46.51,8.69
2011,96.2,2.95,Piotta,PIO,990,Alpine south side,46.51,8.69
2012,95.9,-0.25,Piotta,PIO,990,Alpine south side,46.51,8.69
2013,74.4,0.9,Piotta,PIO,990,Alpine south side,46.51,8.69
2014,93.1,2.97,Piotta,PIO,990,Alpine south side,46.51,8.69
2015,52.4,4.09,Piotta,PIO,990,Alpine south side,46.51,8.69
1990,63.1,3.88,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1991,41.1,1.14,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1992,62.3,2.54,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1993,53.7,1.71,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1994,45.8,2.86,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1995,67.3,-1.11,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1996,52.8,-1.98,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1997,64.3,-0.93,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1998,35.6,1.03,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1999,75.3,2.25,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2000,26.9,1.18,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2001,49,-1.91,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2002,63.7,1,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2003,39.8,-0.09,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2004,40.2,0.7,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2005,60.8,-1.35,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2006,36.8,-0.2,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2007,65.4,1.35,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2008,38.9,1.72,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2009,41.4,0.72,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2010,43.7,-5.96,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2011,42.4,2.95,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2012,36.5,-0.25,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2013,40.5,0.9,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2014,48.7,2.97,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
2015,32.3,4.09,Plaffeien,PLF,1042,Western Alpine north slope,46.75,7.27
1981,39.8,-0.55,Pully,PUY,456,Western plateau,46.51,6.67
1982,45.3,2.63,Pully,PUY,456,Western plateau,46.51,6.67
1983,42.9,0.38,Pully,PUY,456,Western plateau,46.51,6.67
1984,74.6,2.17,Pully,PUY,456,Western plateau,46.51,6.67
1985,55.6,-3.09,Pully,PUY,456,Western plateau,46.51,6.67
1986,50.4,3.14,Pully,PUY,456,Western plateau,46.51,6.67
1987,64,-3.01,Pully,PUY,456,Western plateau,46.51,6.67
1988,58.3,-0.13,Pully,PUY,456,Western plateau,46.51,6.67
1989,43.5,2.38,Pully,PUY,456,Western plateau,46.51,6.67
1990,63.8,3.88,Pully,PUY,456,Western plateau,46.51,6.67
1991,50.2,1.14,Pully,PUY,456,Western plateau,46.51,6.67
1992,44,2.54,Pully,PUY,456,Western plateau,46.51,6.67
1993,43.4,1.71,Pully,PUY,456,Western plateau,46.51,6.67
1994,72.7,2.86,Pully,PUY,456,Western plateau,46.51,6.67
1995,57,-1.11,Pully,PUY,456,Western plateau,46.51,6.67
1996,40.9,-1.98,Pully,PUY,456,Western plateau,46.51,6.67
1997,68.5,-0.93,Pully,PUY,456,Western plateau,46.51,6.67
1998,50.9,1.03,Pully,PUY,456,Western plateau,46.51,6.67
1999,68.6,2.25,Pully,PUY,456,Western plateau,46.51,6.67
2000,45.9,1.18,Pully,PUY,456,Western plateau,46.51,6.67
2001,49.5,-1.91,Pully,PUY,456,Western plateau,46.51,6.67
2002,54.6,1,Pully,PUY,456,Western plateau,46.51,6.67
2003,35.8,-0.09,Pully,PUY,456,Western plateau,46.51,6.67
2004,47.8,0.7,Pully,PUY,456,Western plateau,46.51,6.67
2005,46.7,-1.35,Pully,PUY,456,Western plateau,46.51,6.67
2006,66.7,-0.2,Pully,PUY,456,Western plateau,46.51,6.67
2007,61.3,1.35,Pully,PUY,456,Western plateau,46.51,6.67
2008,54.7,1.72,Pully,PUY,456,Western plateau,46.51,6.67
2009,28.9,0.72,Pully,PUY,456,Western plateau,46.51,6.67
2010,39,-5.96,Pully,PUY,456,Western plateau,46.51,6.67
2011,41.9,2.95,Pully,PUY,456,Western plateau,46.51,6.67
2012,42.6,-0.25,Pully,PUY,456,Western plateau,46.51,6.67
2013,85.6,0.9,Pully,PUY,456,Western plateau,46.51,6.67
2014,73.6,2.97,Pully,PUY,456,Western plateau,46.51,6.67
2015,41.9,4.09,Pully,PUY,456,Western plateau,46.51,6.67
1981,41.3,-0.55,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1982,35,2.63,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1983,41.7,0.38,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1984,38,2.17,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1985,36.3,-3.09,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1986,47.2,3.14,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1987,62.9,-3.01,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1988,48.5,-0.13,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1989,35,2.38,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1990,30.6,3.88,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1991,34.2,1.14,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1992,47,2.54,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1993,64.4,1.71,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1994,69.2,2.86,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1995,40.8,-1.11,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1996,39,-1.98,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1997,34.9,-0.93,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1998,35.7,1.03,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1999,47.3,2.25,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2000,47,1.18,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2001,37.4,-1.91,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2002,72.9,1,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2003,31.3,-0.09,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2004,45.7,0.7,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2005,35.5,-1.35,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2006,40.8,-0.2,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2007,63.7,1.35,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2008,44.2,1.72,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2009,47.2,0.72,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2010,59,-5.96,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2011,37.5,2.95,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2012,50.2,-0.25,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2013,46.2,0.9,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2014,47.9,2.97,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
2015,40.5,4.09,Zuerich.Affoltern,REH,444,North-eastern plateau,47.43,8.52
1981,56.5,-0.55,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1982,40,2.63,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1983,48.7,0.38,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1984,36.6,2.17,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1985,68.5,-3.09,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1986,42,3.14,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1987,82.9,-3.01,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1988,71.2,-0.13,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1989,39.6,2.38,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1990,37,3.88,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1991,41.1,1.14,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1992,61,2.54,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1993,58.7,1.71,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1994,47.1,2.86,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1995,41.6,-1.11,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1996,54.1,-1.98,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1997,55.2,-0.93,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1998,44.7,1.03,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1999,94.6,2.25,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2000,65.6,1.18,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2001,49.1,-1.91,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2002,53.9,1,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2003,54.9,-0.09,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2004,45.2,0.7,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2005,42.1,-1.35,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2006,54.3,-0.2,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2007,34.7,1.35,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2008,52.5,1.72,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2009,52.6,0.72,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2010,49.5,-5.96,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2011,57.3,2.95,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2012,51.4,-0.25,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2013,52,0.9,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2014,53.9,2.97,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
2015,32,4.09,Poschiavo.Robbia,ROB,1078,Alpine south side,46.35,10.06
1983,24.6,0.38,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1984,32.5,2.17,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1985,60.8,-3.09,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1986,38.1,3.14,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1987,46.8,-3.01,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1988,28.7,-0.13,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1989,66.1,2.38,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1990,60.1,3.88,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1991,38.3,1.14,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1992,35.2,2.54,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1993,43.8,1.71,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1994,69.9,2.86,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1995,34.8,-1.11,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1996,46.3,-1.98,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1997,39.2,-0.93,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1998,44.6,1.03,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1999,45.5,2.25,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2000,36.1,1.18,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2001,57.7,-1.91,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2002,35.8,1,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2003,21.5,-0.09,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2004,31.7,0.7,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2005,26,-1.35,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2006,58.7,-0.2,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2007,77,1.35,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2008,39.3,1.72,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2009,66.2,0.72,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2010,38.8,-5.96,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2011,25.1,2.95,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2012,31.2,-0.25,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2013,52.4,0.9,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2014,30.1,2.97,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
2015,33.9,4.09,Ruenenberg,RUE,611,Eastern Jura,47.43,7.88
1981,107,-0.55,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1982,43.8,2.63,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1983,64.3,0.38,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1984,61.7,2.17,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1985,56.4,-3.09,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1986,51.1,3.14,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1987,52.1,-3.01,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1988,54.5,-0.13,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1989,68.7,2.38,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1990,88.4,3.88,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1991,136.8,1.14,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1992,77.5,2.54,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1993,65.6,1.71,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1994,108,2.86,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1995,87.3,-1.11,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1996,63.9,-1.98,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1997,64.9,-0.93,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1998,56.9,1.03,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1999,64.7,2.25,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2000,75.8,1.18,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2001,79.4,-1.91,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2002,107.8,1,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2003,62.9,-0.09,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2004,61.4,0.7,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2005,145.6,-1.35,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2006,77.4,-0.2,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2007,80.2,1.35,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2008,80.5,1.72,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2009,77.8,0.72,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2010,67.2,-5.96,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2011,105.4,2.95,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2012,71.6,-0.25,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2013,101.9,0.9,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2014,84,2.97,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
2015,67.2,4.09,Saentis,SAE,2502,Eastern Alpine north slope,47.25,9.34
1981,52.2,-0.55,Samedan,SAM,1709,Engadine,46.53,9.88
1982,40.9,2.63,Samedan,SAM,1709,Engadine,46.53,9.88
1983,52.4,0.38,Samedan,SAM,1709,Engadine,46.53,9.88
1984,30.2,2.17,Samedan,SAM,1709,Engadine,46.53,9.88
1985,59.6,-3.09,Samedan,SAM,1709,Engadine,46.53,9.88
1986,25.2,3.14,Samedan,SAM,1709,Engadine,46.53,9.88
1987,36,-3.01,Samedan,SAM,1709,Engadine,46.53,9.88
1988,63.5,-0.13,Samedan,SAM,1709,Engadine,46.53,9.88
1989,30,2.38,Samedan,SAM,1709,Engadine,46.53,9.88
1990,33.9,3.88,Samedan,SAM,1709,Engadine,46.53,9.88
1991,46.4,1.14,Samedan,SAM,1709,Engadine,46.53,9.88
1992,33.6,2.54,Samedan,SAM,1709,Engadine,46.53,9.88
1993,49.1,1.71,Samedan,SAM,1709,Engadine,46.53,9.88
1994,34.3,2.86,Samedan,SAM,1709,Engadine,46.53,9.88
1995,31.8,-1.11,Samedan,SAM,1709,Engadine,46.53,9.88
1996,56.2,-1.98,Samedan,SAM,1709,Engadine,46.53,9.88
1997,38.5,-0.93,Samedan,SAM,1709,Engadine,46.53,9.88
1998,33.9,1.03,Samedan,SAM,1709,Engadine,46.53,9.88
1999,68,2.25,Samedan,SAM,1709,Engadine,46.53,9.88
2000,45.4,1.18,Samedan,SAM,1709,Engadine,46.53,9.88
2001,36.4,-1.91,Samedan,SAM,1709,Engadine,46.53,9.88
2002,51,1,Samedan,SAM,1709,Engadine,46.53,9.88
2003,50.3,-0.09,Samedan,SAM,1709,Engadine,46.53,9.88
2004,29,0.7,Samedan,SAM,1709,Engadine,46.53,9.88
2005,37,-1.35,Samedan,SAM,1709,Engadine,46.53,9.88
2006,23,-0.2,Samedan,SAM,1709,Engadine,46.53,9.88
2007,30.1,1.35,Samedan,SAM,1709,Engadine,46.53,9.88
2008,39.2,1.72,Samedan,SAM,1709,Engadine,46.53,9.88
2009,41,0.72,Samedan,SAM,1709,Engadine,46.53,9.88
2010,30.3,-5.96,Samedan,SAM,1709,Engadine,46.53,9.88
2011,51.2,2.95,Samedan,SAM,1709,Engadine,46.53,9.88
2012,40.1,-0.25,Samedan,SAM,1709,Engadine,46.53,9.88
2013,44.6,0.9,Samedan,SAM,1709,Engadine,46.53,9.88
2014,51.2,2.97,Samedan,SAM,1709,Engadine,46.53,9.88
2015,39.8,4.09,Samedan,SAM,1709,Engadine,46.53,9.88
1982,77.9,2.63,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1983,87.7,0.38,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1984,111.3,2.17,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1985,74.5,-3.09,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1986,95.8,3.14,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1987,121.7,-3.01,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1988,147.3,-0.13,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1989,62.9,2.38,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1990,65.5,3.88,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1991,81.3,1.14,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1992,94.3,2.54,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1993,59.9,1.71,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1994,68.9,2.86,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1995,49.8,-1.11,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1996,81.9,-1.98,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1997,93.6,-0.93,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1998,72.1,1.03,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1999,119.2,2.25,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2000,70.3,1.18,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2001,78.6,-1.91,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2002,86.4,1,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2003,90.8,-0.09,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2004,103.1,0.7,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2005,41.8,-1.35,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2006,127,-0.2,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2007,59.1,1.35,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2008,65.5,1.72,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2009,80.6,0.72,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2010,51.4,-5.96,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2011,69.6,2.95,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2012,64.3,-0.25,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2013,72.5,0.9,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
